---------------------------------------------------------------------------------------------------
Date: 8/11/2026 -- 17:06:42 (uptime: 0d, 00h 00m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:03:10 (uptime: 0d, 00h 22m 24s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 53617
capture.afpacket.poll_timeout                                | Total                     | 53611
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 134
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:03:18 (uptime: 0d, 00h 22m 32s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 53856
capture.afpacket.poll_timeout                                | Total                     | 53850
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 135
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:03:26 (uptime: 0d, 00h 22m 40s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 54215
capture.afpacket.poll_timeout                                | Total                     | 54209
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 136
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:03:34 (uptime: 0d, 00h 22m 48s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 54574
capture.afpacket.poll_timeout                                | Total                     | 54568
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 137
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:03:42 (uptime: 0d, 00h 22m 56s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 54814
capture.afpacket.poll_timeout                                | Total                     | 54808
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 137
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:03:50 (uptime: 0d, 00h 23m 04s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 55172
capture.afpacket.poll_timeout                                | Total                     | 55166
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 138
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:03:58 (uptime: 0d, 00h 23m 12s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 55531
capture.afpacket.poll_timeout                                | Total                     | 55525
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 139
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:04:06 (uptime: 0d, 00h 23m 20s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 55771
capture.afpacket.poll_timeout                                | Total                     | 55765
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 140
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:04:14 (uptime: 0d, 00h 23m 28s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 56130
capture.afpacket.poll_timeout                                | Total                     | 56124
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 141
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:04:22 (uptime: 0d, 00h 23m 36s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 56488
capture.afpacket.poll_timeout                                | Total                     | 56482
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 142
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:04:30 (uptime: 0d, 00h 23m 44s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 56727
capture.afpacket.poll_timeout                                | Total                     | 56721
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 142
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:04:38 (uptime: 0d, 00h 23m 52s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 57087
capture.afpacket.poll_timeout                                | Total                     | 57081
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 143
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:04:46 (uptime: 0d, 00h 24m 00s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 57446
capture.afpacket.poll_timeout                                | Total                     | 57440
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 144
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:04:54 (uptime: 0d, 00h 24m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 57684
capture.afpacket.poll_timeout                                | Total                     | 57678
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 145
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:05:02 (uptime: 0d, 00h 24m 16s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 58043
capture.afpacket.poll_timeout                                | Total                     | 58037
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 146
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:05:10 (uptime: 0d, 00h 24m 24s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 58400
capture.afpacket.poll_timeout                                | Total                     | 58394
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 146
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:05:18 (uptime: 0d, 00h 24m 32s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 58640
capture.afpacket.poll_timeout                                | Total                     | 58634
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 147
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:05:26 (uptime: 0d, 00h 24m 40s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 58996
capture.afpacket.poll_timeout                                | Total                     | 58990
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 148
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:05:34 (uptime: 0d, 00h 24m 48s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 59355
capture.afpacket.poll_timeout                                | Total                     | 59349
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 149
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:05:42 (uptime: 0d, 00h 24m 56s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 59593
capture.afpacket.poll_timeout                                | Total                     | 59587
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 150
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 8/12/2026 -- 20:05:50 (uptime: 0d, 00h 25m 04s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6
capture.afpacket.polls                                       | Total                     | 59949
capture.afpacket.poll_timeout                                | Total                     | 59943
capture.afpacket.poll_data                                   | Total                     | 6
decoder.pkts                                                 | Total                     | 6
decoder.bytes                                                | Total                     | 252
decoder.ethernet                                             | Total                     | 6
decoder.arp                                                  | Total                     | 6
decoder.avg_pkt_size                                         | Total                     | 42
decoder.max_pkt_size                                         | Total                     | 42
flow.mgr.full_hash_pass                                      | Total                     | 150
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10000
